Query,Subject,Percent Identity,Alignment Length,E-value,Bit Score
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
testseq,gi|2948923210|emb|OZ247533.1|,100.0,43,3e-11,203270
